origem,destino,vezes_que_repetiu,ano
Carvalho,da Cunha,6,2021.0
Cirino,Macedo,6,2021.0
Vargas,da Luz,6,
Correia,Moreira,6,2021.0
Alves,Rezende,6,
Costela,Garcia,6,
Alves,Nunes,6,
Porto,Jesus,6,
da Rocha,Sales,6,2022.0
Casa Grande,Fogaça,6,2021.0
Nascimento,Pereira,6,2021.0
Vasconcelos,Costela,6,
Cirino,Sá,6,2021.0
Nascimento,Sá,6,2021.0
Vasconcelos,Farias,6,
Correia,Azevedo,6,2021.0
Alves,Moura,6,
Cirino,Pacheco,6,2021.0
Vasconcelos,Martins,6,2022.0
da Conceição,Castro,6,
Correia,Alves,6,2021.0
da Conceição,Costela,6,
Porto,Ferreira,6,
da Conceição,Fernandes,6,
Nascimento,Sales,6,2021.0
Cirino,da Rosa,6,2021.0
Cirino,da Luz,6,2021.0
Novaes,da Mata,6,
Nascimento,Vieira,6,2021.0
Vasconcelos,Nascimento,6,2022.0
Correia,Cavalcanti,6,2021.0
Alves,Pires,6,
Cirino,Pastor,6,2021.0
Correia,Marques,6,2021.0
Correia,Machado,6,2021.0
Nascimento,Martins,6,2021.0
Nascimento,da Luz,6,2021.0
Nascimento,Mendes,6,2021.0
Porto,Machado,6,
Nascimento,da Cunha,6,2021.0
Casa Grande,Gomes,6,2021.0
Correia,Ferreira,6,2021.0
Casa Grande,Barbosa,6,2021.0
Vasconcelos,Campos,6,
Casa Grande,Barros,6,2021.0
Correia,Costela,6,2021.0
Correia,Costa,6,2021.0
Casa Grande,Brito,6,2021.0
Vasconcelos,Novaes,6,2022.0
Alves,Mendonça,6,
Vargas,Souza,6,
Vargas,Sousa,6,
Pires,Alves,6,
Cirino,Barros,6,2021.0
da Conceição,Souza,6,
Casa Grande,Sousa,6,2021.0
Novais,Alves,6,
Abreu,Martins,6,2021.0
da Conceição,Sousa,6,
Moura,Peixoto,6,2021.0
Abreu,Marques,6,2021.0
Pereira,Gonçalves,6,
Nogueira,Cavalcanti,6,
Carvalho,Melo,6,2021.0
Nascimento,Caldeira,6,2021.0
Moura,Pinto,6,2021.0
Costa,da Luz,6,
Cirino,Brito,6,2021.0
Vargas,Freitas,6,
Vargas,Gomes,6,
Moura,Ribeiro,6,2021.0
Carvalho,Montenegro,6,2021.0
Costa,Sousa,6,
Porto,Sá,6,
Costela,Aragão,6,
Moura,Nogueira,6,2021.0
Costela,Azevedo,6,
Vasconcelos,da Mata,6,2022.0
Casa Grande,Sá,6,2021.0
Moura,Lopes,6,2021.0
Novais,Aragão,6,
da Conceição,da Cruz,6,
Cavalcanti,da Mata,6,2021.0
Vargas,Castro,6,
Cavalcanti,da Paz,6,2021.0
Moura,Martins,6,2021.0
Porto,da Mota,6,
Costela,Cavalcante,6,
Costela,Castro,6,
Costela,Casa Grande,6,
Vasconcelos,das Neves,6,2022.0
Vasconcelos,da Rocha,6,2022.0
Vargas,Costa,6,
Vasconcelos,da Paz,6,2022.0
Costela,Camargo,6,
Cirino,Almeida,6,2021.0
Cirino,Alves,6,2021.0
Cirino,Cassiano,6,2021.0
Vargas,Lopes,6,
Moura,Santos,6,2021.0
Alves,Viana,6,
Vasconcelos,Sousa,6,2022.0
Carvalho,Pimenta,6,2021.0
Cirino,Costela,6,2021.0
Costa,Freitas,6,
Carvalho,Pinto,6,2021.0
Peixoto,Castro,6,
Vargas,Pimenta,6,
Cirino,Cunha,6,2021.0
Costa,Câmara,6,
Carvalho,Ramos,6,2021.0
Nogueira,Campos,6,
Porto,Pires,6,
Costa,Correia,6,
Vargas,Rezende,6,
Nascimento,Aragão,6,2021.0
Nascimento,Borges,6,2021.0
Casa Grande,Oliveira,6,2021.0
Carvalho,Santos,6,2021.0
Vargas,Silva,6,
Vargas,Novais,6,
Abreu,Guerra,6,2021.0
Cirino,Castro,6,2021.0
Moura,da Mota,6,2021.0
Costa,Rios,6,
Cirino,Cavalcante,6,2021.0
Casa Grande,Rocha,6,2021.0
Costa,Rezende,6,
Moura,Silveira,6,2021.0
Casa Grande,Ribeiro,6,2021.0
Moura,Teixeira,6,2021.0
Vargas,Mendes,6,
Carvalho,Novaes,6,2021.0
Costa,Pastor,6,
Alves,da Conceição,6,
Costa,Novais,6,
Porto,Sousa,6,
Moura,da Conceição,6,2021.0
Pinto,da Paz,6,2022.0
Porto,Sales,6,
Casa Grande,Rezende,6,2021.0
Porto,Rodrigues,6,
Peixoto,Carvalho,6,
Alves,Azevedo,6,
Viana,Garcia,6,2022.0
da Rocha,da Rocha,6,2022.0
Andrade,Viana,6,
da Cruz,Caldeira,6,
Duarte,Sales,6,
Campos,Cirino,6,
Cassiano,Silveira,6,
Montenegro,da Mata,6,
Castro,Vasconcelos,6,
Montenegro,da Paz,6,
Rezende,Martins,6,2022.0
Novaes,Fernandes,6,
Duarte,Pereira,6,
Castro,da Cruz,6,
Rezende,Macedo,6,2022.0
Campos,Farias,6,
Rezende,Leão,6,2022.0
Duarte,Nogueira,6,
Duarte,Moura,6,
Novaes,Farias,6,
Castro,da Luz,6,
Almeida,Fernandes,6,2021.0
Duarte,Silva,6,
Rezende,Melo,6,2022.0
da Paz,Souza,6,
Pastor,Duarte,6,
Vieira,Monteiro,6,2022.0
Farias,Barros,6,
Almeida,Ribeiro,6,
Souza,Pinto,6,2022.0
Rezende,Moraes,6,2022.0
da Cruz,Dias,6,
da Cruz,Câmara,6,
Montenegro,Santos,6,
Pastor,Farias,6,
Pastor,Garcia,6,
Duarte,da Paz,6,
Duarte,da Mota,6,
Duarte,da Cunha,6,
Castro,Sampaio,6,
Andrade,da Paz,6,
Duarte,Viana,6,
Rezende,Monteiro,6,2022.0
da Cruz,Cirino,6,
Campos,Fonseca,6,
Campos,Freitas,6,
Sá,Casa Grande,6,
Andrade,Vargas,6,
Cavalcante,Aparecida,6,
Campos,Moraes,6,
Duarte,Casa Grande,6,
Duarte,Cardoso,6,
Moraes,Duarte,6,
Moraes,Fernandes,6,
Rezende,Brito,6,2022.0
Vieira,Novaes,6,2022.0
Viana,da Mota,6,2022.0
Pastor,Melo,6,
Duarte,Araújo,6,
Rezende,Barbosa,6,2022.0
Rezende,Azevedo,6,2022.0
Rezende,Araújo,6,2022.0
Cassiano,Pimenta,6,
da Costa,da Cunha,6,
Alves,Almeida,6,
Duarte,Abreu,6,
Sá,Cardoso,6,
Campos,Mendonça,6,
Almeida,da Rosa,6,
Campos,Melo,6,
da Paz,Teixeira,6,
Novais,Montenegro,6,
das Neves,da Cunha,6,2022.0
Duarte,Lopes,6,
Moraes,Barbosa,6,
Duarte,Guerra,6,
Câmara,Pires,6,2021.0
Duarte,Gonçalves,6,
Cassiano,Rios,6,
Vieira,Almeida,6,2022.0
Rezende,Casa Grande,6,2022.0
Moraes,Casa Grande,6,
Rezende,Câmara,6,2022.0
Duarte,Fernandes,6,
das Neves,Freitas,6,2022.0
Peixoto,Teixeira,6,
da Rosa,Cavalcanti,6,2022.0
Pereira,Silva,6,
da Paz,Vasconcelos,6,
Vieira,Campos,6,2022.0
Montenegro,Rocha,6,
Peixoto,Viana,6,
Farias,Caldeira,6,
Farias,Silveira,6,
Vieira,Câmara,6,2022.0
Castro,Ferreira,6,
Souza,Dias,6,2022.0
Castro,Fonseca,6,
Peixoto,da Cunha,6,
Castro,Garcia,6,
Castro,Gonçalves,6,
Vieira,Costela,6,2022.0
Almeida,Teixeira,6,
da Cruz,Marques,6,
Camargo,Silva,6,
Vieira,Costa,6,2022.0
Aparecida,Azevedo,6,
Rezende,Pimenta,6,2022.0
Farias,Pereira,6,
Souza,Gonçalves,6,2022.0
Farias,Oliveira,6,
Pires,Câmara,6,
Pastor,Brito,6,
Farias,Sousa,6,
Pires,Cunha,6,
das Neves,Carvalho,6,2022.0
Camargo,Montenegro,6,
Camargo,Moura,6,
Fernandes,Abreu,6,
da Cruz,Novaes,6,
Pires,Correia,6,
Castro,Cavalcanti,6,
Rezende,Rocha,6,2022.0
Farias,da Mota,6,
Vieira,Leão,6,2022.0
Camargo,Rodrigues,6,
Farias,da Cruz,6,
Farias,da Conceição,6,
Castro,Cunha,6,
Castro,Câmara,6,
Vieira,Lima,6,2022.0
Camargo,Ramos,6,
da Cruz,Mendes,6,
Montenegro,Gonçalves,6,
da Rosa,Almeida,6,2022.0
Castro,Melo,6,
Souza,Guerra,6,2022.0
Aparecida,Alves,6,
Vieira,Carvalho,6,2022.0
Castro,Peixoto,6,
Novais,Oliveira,6,
Farias,Fernandes,6,
Farias,Câmara,6,
da Cruz,Gomes,6,
Farias,Costela,6,
Cassiano,da Mota,6,
Montenegro,Pinto,6,
Farias,Fonseca,6,
Castro,Pires,6,
Souza,Moraes,6,2022.0
da Rosa,Cirino,6,2022.0
Montenegro,Rezende,6,
Souza,Novais,6,2022.0
Almeida,Câmara,6,2021.0
Farias,Camargo,6,
Pereira,Abreu,6,
das Neves,Correia,6,2022.0
Rezende,Nunes,6,2022.0
Novaes,Melo,6,
Montenegro,Nogueira,6,
da Paz,Rios,6,
Almeida,Vasconcelos,6,
Montenegro,Moraes,6,
Rezende,Peixoto,6,2022.0
Farias,Moreira,6,
Camargo,Vargas,6,
Almeida,Viana,6,
Farias,Mendonça,6,
Montenegro,Novaes,6,
Farias,Gonçalves,6,
da Cruz,Leão,6,
Peixoto,da Conceição,6,
Pereira,Vieira,6,
Castro,Novaes,6,
Pastor,Castro,6,
Farias,Jesus,6,
Novaes,Lopes,6,
Cassiano,da Paz,6,
Peixoto,Sá,6,
Pereira,Cavalcante,6,
Viana,da Conceição,6,2022.0
Sá,Souza,6,
Dias,Nogueira,6,2021.0
Moraes,da Rosa,6,
Campos,Ribeiro,6,
Pastor,Nogueira,6,
Viana,Siqueira,6,2022.0
Cassiano,Lopes,6,
Sá,Rodrigues,6,
Ramos,da Cunha,6,
Viana,Pastor,6,2022.0
Campos,Rodrigues,6,
Peixoto,Santos,6,
Andrade,Monteiro,6,
Moraes,da Paz,6,
Pires,Monteiro,6,
Andrade,Montenegro,6,
da Rocha,Andrade,6,
Moraes,Peixoto,6,
da Costa,Pinto,6,
Dias,Ramos,6,2021.0
Moraes,Novaes,6,
Cavalcante,Fernandes,6,
Abreu,Sales,6,2021.0
Câmara,da Conceição,6,2021.0
Pinto,Souza,6,2022.0
Dias,Ribeiro,6,2021.0
da Rocha,Almeida,6,
Cavalcante,Ribeiro,6,
Dias,Pires,6,2021.0
Dias,Pinto,6,2021.0
Alves,Andrade,6,
Cardoso,Barros,6,
Almeida,Gomes,6,
Sá,Garcia,6,
Vieira,Porto,6,2022.0
da Costa,Vargas,6,
Cavalcante,Pimenta,6,
Moraes,Vasconcelos,6,
Sá,Pastor,6,
da Costa,Rodrigues,6,
Sá,Peixoto,6,
Dias,Aparecida,6,2021.0
Dias,Castro,6,2021.0
Moraes,Vargas,6,
Campos,das Neves,6,
Cassiano,Nascimento,6,
Novaes,Almeida,6,
das Neves,Lopes,6,2022.0
Viana,Porto,6,2022.0
Novais,Gomes,6,
Cavalcante,Lima,6,
Novaes,Aragão,6,
Moraes,Teixeira,6,
Moraes,Souza,6,
Andrade,Novais,6,
Dias,Freitas,6,2021.0
da Costa,Sá,6,
Viana,Silva,6,2022.0
Campos,Vargas,6,
Ramos,Vargas,6,
Novaes,Ribeiro,6,
Almeida,Gonçalves,6,
da Costa,Ribeiro,6,
Moraes,Siqueira,6,
Pastor,Oliveira,6,
Moraes,Santos,6,
Andrade,Nascimento,6,
da Costa,Sampaio,6,
Abreu,Araújo,6,2021.0
Novaes,Barbosa,6,
da Rocha,Casa Grande,6,
Dias,Nunes,6,2021.0
Viana,Ribeiro,6,2022.0
das Neves,Monteiro,6,2022.0
Viana,Vargas,6,2022.0
Moraes,Mendonça,6,
Moraes,Martins,6,
Cavalcante,Cunha,6,
Pastor,Mendes,6,
Sá,Vieira,6,
da Paz,da Rocha,6,
Dias,Vieira,6,2021.0
das Neves,da Cruz,6,2022.0
Nogueira,da Mota,6,
Câmara,Santos,6,2021.0
Câmara,Sampaio,6,2021.0
Novaes,Campos,6,
Andrade,Macedo,6,
da Paz,da Paz,6,
Sá,Costela,6,
Peixoto,Sampaio,6,
Novaes,Cardoso,6,
Sá,Cavalcanti,6,
Cavalcante,Costa,6,
Dias,da Mata,6,2021.0
Andrade,Rodrigues,6,
Dias,da Cunha,6,2021.0
Moreira,Azevedo,6,
Nogueira,da Paz,6,
Cavalcante,Sampaio,6,
Cavalcante,Correia,6,
Viana,Moura,6,2022.0
da Costa,da Costa,6,
Câmara,Vargas,6,2021.0
Pires,Leão,6,
Campos,Pacheco,6,
Cardoso,Brito,6,
Dias,Souza,6,2021.0
Pinto,Santos,6,2022.0
Moreira,Albuquerque,6,
Pires,Montenegro,6,
Abreu,Caldeira,6,2021.0
Dias,Silva,6,2021.0
Dias,da Rosa,6,2021.0
Ramos,das Neves,6,
Marques,Fernandes,5,
da Mota,Aragão,5,
Porto,Camargo,5,
Rodrigues,Abreu,5,
Pires,Cirino,5,
Porto,Dias,5,
Rocha,Lopes,5,
Machado,Guerra,5,2021.0
Novaes,Andrade,5,
Rodrigues,Gonçalves,5,
Rocha,Jesus,5,
Martins,Azevedo,5,
Almeida,Sales,5,
Martins,Aparecida,5,
Pinto,Cunha,5,2022.0
Novaes,Albuquerque,5,
Araújo,Teixeira,5,2021.0
Nogueira,da Mata,5,
Martins,Macedo,5,
Albuquerque,da Paz,5,2021.0
Machado,Carvalho,5,2021.0
Alves,Nogueira,5,
Novaes,Pires,5,
Almeida,Rezende,5,
Alves,Nascimento,5,
Azevedo,Casa Grande,5,
Rocha,Lima,5,
Novaes,Abreu,5,
Alves,Macedo,5,
Pinto,Garcia,5,2022.0
Martins,Araújo,5,
Novaes,Macedo,5,
Rocha,Duarte,5,
Alves,Machado,5,
Martins,Câmara,5,
Azevedo,Pacheco,5,
Nogueira,das Neves,5,
Nascimento,Viana,5,2021.0
Azevedo,Cunha,5,
Machado,Fernandes,5,2021.0
Porto,Costela,5,
Novaes,Moreira,5,
Alves,Caldeira,5,
Martins,Alves,5,
Rodrigues,Almeida,5,
Machado,Fogaça,5,2021.0
Martins,Cavalcanti,5,
Machado,Costela,5,2021.0
Araújo,Vieira,5,2021.0
Pires,Novais,5,
Martins,Correia,5,
Nogueira,Sampaio,5,
da Mata,Sá,5,
Alves,Mendes,5,
Nascimento,da Costa,5,2021.0
Nogueira,da Rosa,5,
Nascimento,da Mata,5,2021.0
da Mata,Vargas,5,
Azevedo,Costela,5,
da Rosa,Macedo,5,2022.0
Porto,Cavalcante,5,
Martins,Fogaça,5,
Alves,Barros,5,
Alves,Campos,5,
Marques,Barbosa,5,
Pires,Costela,5,
da Rocha,Santos,5,2022.0
Azevedo,Correia,5,
Porto,Cavalcanti,5,
Marques,Barros,5,
Martins,Farias,5,
Azevedo,Oliveira,5,
Alves,Montenegro,5,
Nunes,Porto,5,2021.0
Novaes,Moraes,5,
da Rocha,da Cruz,5,2022.0
Martins,Casa Grande,5,
Martins,Duarte,5,
da Mata,Sousa,5,
Rocha,Garcia,5,
da Mota,Campos,5,
Martins,Almeida,5,
Marques,Mendes,5,
Marques,Sampaio,5,
Novaes,Costela,5,
Rodrigues,Borges,5,
Alves,Cassiano,5,
Machado,Sampaio,5,2021.0
Nogueira,Dias,5,
Nunes,Pastor,5,2021.0
Rocha,Novaes,5,
Almeida,da Rocha,5,
da Mota,Brito,5,
Nogueira,Cunha,5,
Rocha,Sá,5,
Machado,da Mata,5,2021.0
Rodrigues,Barros,5,
Alves,Alves,5,
Marques,Melo,5,
Machado,Rios,5,2021.0
Rocha,Teixeira,5,
Marques,Siqueira,5,
Nogueira,Costa,5,
Machado,Rezende,5,2021.0
Marques,Sousa,5,
Novaes,Brito,5,
da Rosa,Montenegro,5,2022.0
Novaes,Vasconcelos,5,
Nogueira,Cirino,5,
da Mota,Borges,5,
Marques,Moraes,5,
Pires,da Mota,5,
Pinto,Ferreira,5,2022.0
Novaes,Carvalho,5,
Rocha,Ramos,5,
Marques,Oliveira,5,
Marques,Pacheco,5,
Machado,Vasconcelos,5,2021.0
Alves,Abreu,5,
Azevedo,Andrade,5,
Nunes,Oliveira,5,2021.0
Pires,Viana,5,
Rocha,Rodrigues,5,
Nunes,Novais,5,2021.0
Pires,da Conceição,5,
Novaes,Cavalcante,5,
da Rocha,da Paz,5,2022.0
Pires,Aragão,5,
Rodrigues,Carvalho,5,
Marques,Moura,5,
Novaes,Souza,5,
Machado,Sá,5,2021.0
Machado,Sousa,5,2021.0
Marques,Ribeiro,5,
Nunes,Pacheco,5,2021.0
Novaes,Rezende,5,
da Mata,da Mota,5,
Pires,Gomes,5,
da Rosa,Martins,5,2022.0
Rodrigues,Azevedo,5,
Pinto,Dias,5,2022.0
da Rocha,Silveira,5,2022.0
Azevedo,Gomes,5,
Machado,Monteiro,5,2021.0
Nogueira,Pereira,5,
Pires,Ferreira,5,
Araújo,da Mota,5,2021.0
Rocha,da Conceição,5,
Araújo,da Mata,5,2021.0
Pires,Pires,5,
Azevedo,Mendonça,5,
Machado,Machado,5,2021.0
Machado,Macedo,5,2021.0
Pires,Peixoto,5,
Nogueira,Brito,5,
Novaes,Ferreira,5,
Porto,Araújo,5,
da Mata,da Costa,5,
Alves,Cardoso,5,
Pires,Fernandes,5,
Novaes,Lima,5,
Alves,Lima,5,
Rocha,da Cruz,5,
Rodrigues,Garcia,5,
Azevedo,Caldeira,5,
Porto,Barros,5,
Novaes,Azevedo,5,
Martins,Albuquerque,5,
Novaes,Gonçalves,5,
Albuquerque,da Costa,5,2021.0
Rodrigues,Freitas,5,
Pires,Fogaça,5,
Marques,Vasconcelos,5,
Nogueira,Nogueira,5,
Rocha,Moura,5,
Machado,Pacheco,5,2021.0
Azevedo,Araújo,5,
Almeida,da Mata,5,
Almeida,da Cunha,5,
Marques,Abreu,5,
da Rocha,Vargas,5,2022.0
Machado,Novais,5,2021.0
Almeida,da Cruz,5,
Rodrigues,Fernandes,5,
Alves,Gonçalves,5,
Azevedo,Azevedo,5,
Pires,Marques,5,
Rocha,Mendes,5,
Rodrigues,Ferreira,5,
Machado,Nascimento,5,2021.0
Rocha,Melo,5,
Rodrigues,Fogaça,5,
Almeida,da Costa,5,
Rocha,Viana,5,
Nunes,Siqueira,5,2021.0
Pires,das Neves,5,
da Rosa,Marques,5,2022.0
Marques,Carvalho,5,
da Paz,Pastor,5,
Rocha,Correia,5,
da Rocha,Azevedo,5,
Novais,Viana,5,
Andrade,Oliveira,5,
Pinto,Silveira,5,2022.0
Moraes,Pastor,5,
da Paz,Cardoso,5,
Ramos,da Luz,5,
Mendonça,Nogueira,5,2021.0
Pinto,Siqueira,5,2022.0
Moraes,Rios,5,
Ribeiro,Ribeiro,5,2022.0
Moraes,Rodrigues,5,
Ribeiro,Pereira,5,2022.0
Moraes,Silveira,5,
Moraes,Sá,5,
da Paz,Brito,5,
da Paz,Borges,5,
Ramos,Vieira,5,
Mendonça,Marques,5,2021.0
Mendonça,Machado,5,2021.0
Mendonça,Macedo,5,2021.0
Almeida,Macedo,5,
Aragão,Araújo,5,2021.0
Aparecida,da Cruz,5,
Andrade,Peixoto,5,
da Rocha,Costela,5,
Ribeiro,Novaes,5,2022.0
Moraes,Dias,5,
Moraes,Fogaça,5,
Monteiro,Alves,5,
Andrade,Silva,5,
da Paz,da Cruz,5,
Novais,Sá,5,
Mendonça,das Neves,5,2021.0
Aparecida,Sampaio,5,
Rezende,Aparecida,5,2022.0
Moraes,Macedo,5,
da Paz,Ferreira,5,
Moraes,Moraes,5,
Ribeiro,Nunes,5,2022.0
Mendonça,da Costa,5,2021.0
Almeida,Cardoso,5,2021.0
Mendonça,Viana,5,2021.0
Mendonça,Sá,5,2021.0
Mendonça,Souza,5,2021.0
Mendonça,Siqueira,5,2021.0
Mendonça,Silveira,5,2021.0
Moraes,Monteiro,5,
Moraes,Montenegro,5,
Almeida,Brito,5,2021.0
Aragão,Barbosa,5,2021.0
Mendonça,Guerra,5,2021.0
Mendes,da Paz,5,2021.0
Ribeiro,da Cunha,5,2022.0
Novais,Câmara,5,
Mendonça,Barbosa,5,2021.0
Aragão,Freitas,5,2021.0
da Rocha,Correia,5,
Novais,da Mata,5,
Moreira,Dias,5,
Moreira,Duarte,5,
Andrade,Fonseca,5,
Mendes,das Neves,5,2021.0
Mendes,da Mata,5,2021.0
Mendonça,Gonçalves,5,2021.0
Moreira,Ferreira,5,
da Rosa,Carvalho,5,2022.0
Moreira,Fonseca,5,
da Mota,da Rocha,5,
Mendes,da Cruz,5,2021.0
Mendes,da Costa,5,2021.0
Mendes,da Conceição,5,2021.0
Ramos,Oliveira,5,
Aragão,Lopes,5,2021.0
Novais,da Rocha,5,
Andrade,Jesus,5,
Moreira,Cavalcante,5,
Ribeiro,da Cruz,5,2022.0
Pinto,Moraes,5,2022.0
Moraes,da Mota,5,
Aragão,Borges,5,2021.0
Mendonça,Garcia,5,2021.0
Ribeiro,Silveira,5,2022.0
Aragão,Brito,5,2021.0
Moraes,das Neves,5,
Mendonça,Ferreira,5,2021.0
Moreira,Abreu,5,
Aragão,Carvalho,5,2021.0
Moreira,Almeida,5,
Almeida,Machado,5,
Moreira,Andrade,5,
Moreira,Barbosa,5,
Aragão,Cavalcante,5,2021.0
Mendonça,Cirino,5,2021.0
Moreira,Barros,5,
Moreira,Borges,5,
Almeida,Barros,5,2021.0
Ramos,Rocha,5,
Mendonça,Casa Grande,5,2021.0
Ramos,Rezende,5,
Moraes,Câmara,5,
Ribeiro,Martins,5,2022.0
Moraes,Cunha,5,
Ribeiro,Aragão,5,2022.0
Aparecida,Caldeira,5,
Pinto,Porto,5,2022.0
Montenegro,Aparecida,5,
Montenegro,Alves,5,
Montenegro,Almeida,5,
Montenegro,Abreu,5,
Almeida,Cirino,5,2021.0
Almeida,Cavalcanti,5,2021.0
Novais,Ribeiro,5,
Ribeiro,Alves,5,2022.0
Pinto,Rezende,5,2022.0
Ribeiro,Caldeira,5,2022.0
Ribeiro,Araújo,5,2022.0
Monteiro,Viana,5,
Aparecida,Gonçalves,5,
da Paz,Mendonça,5,
Aparecida,Aparecida,5,
Rodrigues,Machado,5,
Montenegro,Nunes,5,
Monteiro,Santos,5,
Ribeiro,Brito,5,2022.0
Aparecida,Andrade,5,
Rezende,Pires,5,2022.0
da Paz,Pinto,5,
Aparecida,Freitas,5,
da Paz,Moraes,5,
Aparecida,Cavalcanti,5,
Almeida,Costa,5,2021.0
Montenegro,Fogaça,5,
Montenegro,Fonseca,5,
Montenegro,Costa,5,
Novais,Pires,5,
Montenegro,Cavalcanti,5,
Aparecida,Dias,5,
Rezende,Siqueira,5,2022.0
Montenegro,Garcia,5,
Aparecida,Farias,5,
Rezende,Vargas,5,2022.0
Montenegro,Camargo,5,
Montenegro,Caldeira,5,
Rezende,Ribeiro,5,2022.0
da Paz,Pimenta,5,
Novais,Peixoto,5,
da Rosa,Costa,5,2022.0
da Paz,Moreira,5,
Montenegro,Barbosa,5,
Rezende,Vieira,5,2022.0
Montenegro,Peixoto,5,
Ribeiro,Carvalho,5,2022.0
Almeida,Garcia,5,
Ribeiro,Ferreira,5,2022.0
Monteiro,Jesus,5,
Montenegro,da Luz,5,
Ribeiro,Câmara,5,2022.0
Montenegro,da Mota,5,
Rezende,Marques,5,2022.0
Rezende,Machado,5,2022.0
Monteiro,Farias,5,
Moraes,Abreu,5,
Monteiro,Câmara,5,
Aparecida,Pinto,5,
Moraes,Azevedo,5,
Monteiro,Ramos,5,
Monteiro,Cardoso,5,
Novais,Mendonça,5,
Rezende,Dias,5,2022.0
Aparecida,Rios,5,
Novais,Sousa,5,
Monteiro,Barros,5,
Novais,Mendes,5,
Novais,Martins,5,
Almeida,Freitas,5,
Monteiro,Azevedo,5,
Monteiro,Macedo,5,
Monteiro,Machado,5,
Novais,Moreira,5,
Monteiro,Marques,5,
Aparecida,Almeida,5,
Monteiro,Pires,5,
Aparecida,Abreu,5,
Pinto,Rios,5,2022.0
Monteiro,Pimenta,5,
Ribeiro,Castro,5,2022.0
Monteiro,Oliveira,5,
da Paz,Sales,5,
Monteiro,Novais,5,
Aparecida,Mendes,5,
da Paz,Machado,5,
Rezende,Montenegro,5,2022.0
Monteiro,Moreira,5,
Montenegro,Silveira,5,
Montenegro,Sousa,5,
Monteiro,Moraes,5,
Monteiro,Montenegro,5,
Ribeiro,Correia,5,2022.0
Montenegro,Souza,5,
Montenegro,Sá,5,
Novais,Moura,5,
Novais,Correia,5,
Ramos,Moura,5,
Rocha,Cirino,5,
Araújo,Macedo,5,2021.0
Nunes,Cunha,5,2021.0
Melo,Costela,5,
Araújo,Ferreira,5,2021.0
Nascimento,Campos,5,2021.0
Porto,Pacheco,5,
Araújo,Gomes,5,2021.0
Almeida,Pastor,5,
Rios,da Cruz,5,
Nascimento,Castro,5,2021.0
Almeida,Abreu,5,2021.0
Novaes,das Neves,5,
Porto,Peixoto,5,
Nascimento,Cavalcanti,5,2021.0
Araújo,Marques,5,2021.0
Novaes,da Rosa,5,
Melo,Araújo,5,
Porto,Novaes,5,
Nascimento,Costela,5,2021.0
Araújo,Martins,5,2021.0
Melo,Alves,5,
Melo,Almeida,5,
Araújo,Melo,5,2021.0
da Rocha,Porto,5,
Rios,Sousa,5,
Mendes,Sá,5,2021.0
da Mota,Monteiro,5,
Moura,Pereira,5,2021.0
Almeida,Pacheco,5,
Moura,Porto,5,2021.0
Moura,Ramos,5,2021.0
Melo,Nunes,5,
Moura,Sales,5,2021.0
Pinto,da Mota,5,2022.0
Alves,da Mata,5,
Araújo,Azevedo,5,2021.0
Nunes,Costa,5,2021.0
Moura,Siqueira,5,2021.0
Porto,Pinto,5,
Nunes,Costela,5,2021.0
Rios,Pires,5,
Moura,da Mata,5,2021.0
Porto,Rios,5,
Moura,da Rosa,5,2021.0
Moura,das Neves,5,2021.0
Melo,Fonseca,5,
Rios,Rodrigues,5,
Porto,Ramos,5,
Nascimento,Alves,5,2021.0
Rocha,Albuquerque,5,
da Rocha,Rezende,5,2022.0
Nunes,Ferreira,5,2021.0
Araújo,Sampaio,5,2021.0
Martins,Rezende,5,
Nunes,Guerra,5,2021.0
Rocha,Casa Grande,5,
Nascimento,Pastor,5,2021.0
Porto,Gonçalves,5,
da Mota,Costela,5,
Nascimento,Pimenta,5,2021.0
Martins,Pimenta,5,
Novaes,da Luz,5,
Araújo,Sales,5,2021.0
Nascimento,Porto,5,2021.0
Porto,Moreira,5,
Martins,Nogueira,5,
Porto,Fonseca,5,
Martins,Nascimento,5,
Porto,Fogaça,5,
Rocha,Cavalcanti,5,
Almeida,Pimenta,5,
Nascimento,Rios,5,2021.0
Martins,Moreira,5,
Martins,Moraes,5,
Porto,Fernandes,5,
Alves,Pacheco,5,
Nascimento,Novais,5,2021.0
Martins,Rocha,5,
da Mota,Duarte,5,
Novaes,da Rocha,5,
Martins,da Rocha,5,
Nunes,Fogaça,5,2021.0
Araújo,Moraes,5,2021.0
Nascimento,Jesus,5,2021.0
Martins,da Luz,5,
Nascimento,Lima,5,2021.0
Martins,da Costa,5,
Araújo,Moura,5,2021.0
Porto,Mendes,5,
Alves,Porto,5,
Araújo,Nogueira,5,2021.0
Nascimento,Melo,5,2021.0
Porto,Marques,5,
Araújo,Novais,5,2021.0
Alves,Pinto,5,
Nunes,Garcia,5,2021.0
Porto,Macedo,5,
Nunes,Gomes,5,2021.0
Porto,Lopes,5,
Nascimento,Nogueira,5,2021.0
Almeida,Oliveira,5,
Araújo,Alves,5,2021.0
Porto,da Cunha,5,
Moreira,Vasconcelos,5,2021.0
Mendes,Nogueira,5,2021.0
Mendes,Nascimento,5,2021.0
Ramos,Gonçalves,5,
da Mota,Sá,5,
Moreira,Siqueira,5,
Rios,Cardoso,5,2022.0
da Rocha,Fonseca,5,
