valor_transacao,data,hora,tipo_transacao,origem,destino
"R$ 14,413.48",jun_2023,9,pessoal,Boa Vista,Campo Grande
"R$ 13,471.52",mai_2023,7,pessoal,Cuiabá,João Pessoa
"R$ 10,115.77",fev_2023,3,pessoal,Vitória,Recife
"R$ 8,301.89",ago_2023,12,empresarial,Rio de Janeiro,Teresina
"R$ 76,791.54",set_2023,11,empresarial,Cuiabá,Teresina
"R$ 5,975.51",mar_2023,23,empresarial,Brasília,São Paulo
"R$ 2,218.43",abr_2023,17,pessoal,Teresina,Curitiba
"R$ 8,809.20",set_2023,18,pessoal,Vitória,Florianópolis
"R$ 68,262.42",dez_2023,8,empresarial,Belo Horizonte,Aracaju
"R$ 61,055.03",fev_2023,3,empresarial,Rio de Janeiro,Palmas
"R$ 19,120.11",dez_2023,11,pessoal,Natal,Teresina
"R$ 27,246.15",jan_2023,14,empresarial,Rio de Janeiro,São Luís
"R$ 35,055.88",out_2023,13,empresarial,Belo Horizonte,Florianópolis
"R$ 13,809.43",mai_2023,1,pessoal,Rio Branco,Recife
"R$ 4,937.88",set_2023,6,pessoal,Manaus,Boa Vista
"R$ 8,320.11",set_2023,20,pessoal,Curitiba,Natal
"R$ 84,972.68",out_2023,23,empresarial,Teresina,Goiânia
"R$ 12,672.06",ago_2023,4,pessoal,Campo Grande,Salvador
"R$ 5,422.62",ago_2023,1,empresarial,São Paulo,Vitória
"R$ 9,236.58",mai_2023,6,pessoal,Rio Branco,Palmas
"R$ 7,465.04",dez_2023,13,pessoal,Porto Alegre,Boa Vista
"R$ 37,182.79",ago_2023,22,empresarial,Campo Grande,São Paulo
"R$ 19,638.58",jan_2023,3,pessoal,Fortaleza,Salvador
"R$ 16,430.09",jul_2023,12,pessoal,Manaus,Palmas
"R$ 86,084.36",mai_2023,9,empresarial,Vitória,Porto Velho
"R$ 8,777.92",jun_2023,12,pessoal,João Pessoa,Belém
"R$ 12,241.94",jun_2023,5,pessoal,João Pessoa,Palmas
"R$ 2,823.59",fev_2023,21,pessoal,Rio Branco,Vitória
"R$ 94,796.29",dez_2023,21,empresarial,Rio Branco,Fortaleza
"R$ 16,340.08",out_2023,18,pessoal,Belo Horizonte,Rio Branco
"R$ 13,381.73",abr_2023,18,pessoal,Salvador,Rio de Janeiro
"R$ 7,434.14",set_2023,16,pessoal,Porto Alegre,Rio Branco
"R$ 10,848.29",nov_2023,21,pessoal,Porto Alegre,Brasília
"R$ 18,431.70",dez_2023,16,pessoal,Teresina,Aracaju
"R$ 59,382.49",fev_2023,11,empresarial,Salvador,Rio de Janeiro
"R$ 3,537.74",dez_2023,20,empresarial,Aracaju,Vitória
R$ 721.88,dez_2023,12,pessoal,São Paulo,Goiânia
"R$ 65,935.61",ago_2023,9,empresarial,Porto Alegre,Teresina
"R$ 92,580.01",nov_2023,20,empresarial,Salvador,Vitória
"R$ 11,137.59",mai_2023,4,pessoal,Maceió,Belém
"R$ 11,190.54",ago_2023,6,pessoal,Rio de Janeiro,João Pessoa
"R$ 6,359.22",dez_2023,3,pessoal,Rio de Janeiro,Campo Grande
"R$ 26,422.22",jun_2023,13,empresarial,Manaus,Fortaleza
"R$ 15,790.53",jul_2023,23,pessoal,São Luís,Teresina
"R$ 80,539.23",nov_2023,8,empresarial,Curitiba,João Pessoa
"R$ 36,018.74",out_2023,10,empresarial,João Pessoa,Natal
"R$ 68,813.99",jun_2023,23,empresarial,Salvador,Fortaleza
"R$ 97,982.18",mai_2023,8,empresarial,Macapá,Rio Branco
"R$ 14,412.92",jun_2023,3,pessoal,Rio de Janeiro,Rio Branco
"R$ 19,925.53",mar_2023,16,pessoal,Maceió,João Pessoa
"R$ 5,147.46",jul_2023,23,pessoal,Maceió,Vitória
"R$ 10,991.07",jul_2023,3,pessoal,Brasília,Maceió
"R$ 1,952.69",jul_2023,11,pessoal,Fortaleza,Brasília
"R$ 15,026.97",mai_2023,8,pessoal,Porto Alegre,Belém
"R$ 18,456.61",abr_2023,9,empresarial,Rio Branco,Manaus
"R$ 11,145.14",jan_2023,10,empresarial,Florianópolis,Goiânia
"R$ 3,995.55",mai_2023,21,pessoal,Recife,Vitória
"R$ 11,962.89",dez_2023,5,pessoal,Teresina,Salvador
"R$ 8,758.50",jun_2023,15,pessoal,Maceió,Brasília
"R$ 65,320.06",ago_2023,11,empresarial,Macapá,Maceió
"R$ 19,156.13",out_2023,22,pessoal,Porto Alegre,Curitiba
"R$ 12,704.96",jan_2023,0,pessoal,Aracaju,Boa Vista
"R$ 16,143.38",nov_2023,0,pessoal,Curitiba,Recife
"R$ 6,734.45",ago_2023,20,empresarial,Maceió,Fortaleza
"R$ 10,637.29",abr_2023,7,pessoal,São Paulo,Belém
"R$ 44,087.00",jun_2023,6,empresarial,São Luís,Fortaleza
"R$ 9,768.99",out_2023,17,pessoal,Rio Branco,João Pessoa
"R$ 10,096.10",abr_2023,20,empresarial,Goiânia,Rio Branco
"R$ 1,443.78",mar_2023,23,pessoal,Manaus,Fortaleza
"R$ 17,070.10",jun_2023,10,empresarial,São Luís,Maceió
"R$ 81,143.81",jul_2023,13,empresarial,Manaus,São Paulo
"R$ 19,410.27",dez_2023,0,pessoal,Palmas,Florianópolis
"R$ 5,961.28",jul_2023,5,pessoal,Rio Branco,Goiânia
"R$ 13,371.07",ago_2023,16,pessoal,Belém,Teresina
"R$ 7,245.88",jul_2023,3,pessoal,Natal,Porto Alegre
"R$ 2,297.04",fev_2023,19,pessoal,Maceió,São Luís
"R$ 16,402.29",fev_2023,9,pessoal,Salvador,Porto Alegre
"R$ 3,697.91",jan_2023,7,pessoal,Palmas,Campo Grande
"R$ 82,967.49",nov_2023,16,empresarial,Goiânia,Salvador
"R$ 10,699.22",fev_2023,2,pessoal,Salvador,Natal
"R$ 70,987.77",fev_2023,12,empresarial,Salvador,Macapá
"R$ 38,984.21",jan_2023,5,empresarial,Boa Vista,Fortaleza
R$ 964.81,set_2023,11,pessoal,Rio Branco,Florianópolis
"R$ 91,350.75",abr_2023,22,empresarial,Natal,Brasília
"R$ 36,483.78",mai_2023,4,empresarial,Boa Vista,Macapá
"R$ 11,028.65",ago_2023,16,pessoal,Natal,Palmas
"R$ 11,933.51",dez_2023,5,pessoal,Fortaleza,São Luís
"R$ 7,751.64",abr_2023,12,empresarial,Belém,Porto Velho
"R$ 1,892.43",fev_2023,12,empresarial,João Pessoa,Teresina
"R$ 55,335.61",set_2023,13,empresarial,Palmas,Recife
"R$ 3,612.88",jul_2023,17,empresarial,São Paulo,São Luís
"R$ 96,525.28",jul_2023,14,empresarial,Aracaju,Rio de Janeiro
"R$ 50,521.93",out_2023,7,empresarial,Salvador,Boa Vista
"R$ 15,684.36",mar_2023,19,empresarial,Curitiba,Fortaleza
"R$ 16,179.40",set_2023,8,empresarial,Palmas,Belém
"R$ 99,503.05",jun_2023,12,empresarial,Macapá,Natal
"R$ 93,841.70",fev_2023,1,empresarial,Campo Grande,Teresina
"R$ 68,210.44",fev_2023,5,empresarial,São Luís,Macapá
"R$ 15,082.71",nov_2023,14,empresarial,Brasília,Campo Grande
"R$ 12,305.24",dez_2023,20,pessoal,Aracaju,Palmas
"R$ 54,224.87",abr_2023,14,empresarial,Aracaju,São Paulo
"R$ 8,588.87",out_2023,6,empresarial,Boa Vista,Campo Grande
"R$ 51,160.78",dez_2023,6,empresarial,João Pessoa,São Luís
"R$ 95,712.19",nov_2023,4,empresarial,Rio de Janeiro,Boa Vista
"R$ 56,513.71",mai_2023,4,empresarial,Cuiabá,Maceió
"R$ 95,566.02",fev_2023,9,empresarial,Porto Velho,Florianópolis
"R$ 2,285.81",nov_2023,11,pessoal,Porto Alegre,Belém
"R$ 7,686.31",mar_2023,3,pessoal,Maceió,Recife
"R$ 1,223.85",dez_2023,20,pessoal,Belém,Campo Grande
"R$ 26,723.96",nov_2023,4,empresarial,Manaus,Natal
"R$ 3,280.35",nov_2023,7,pessoal,Manaus,Porto Alegre
"R$ 27,199.33",abr_2023,8,empresarial,Cuiabá,São Luís
"R$ 80,859.68",ago_2023,7,empresarial,Aracaju,Belém
"R$ 5,728.94",set_2023,19,empresarial,Vitória,Porto Velho
"R$ 5,717.22",ago_2023,4,pessoal,São Luís,Vitória
"R$ 48,696.47",ago_2023,13,empresarial,Teresina,Rio de Janeiro
"R$ 34,677.16",ago_2023,5,empresarial,Vitória,Teresina
"R$ 91,528.08",out_2023,4,empresarial,Fortaleza,Aracaju
"R$ 18,105.15",mar_2023,3,pessoal,Belém,Manaus
"R$ 83,833.92",jun_2023,7,empresarial,Goiânia,João Pessoa
"R$ 82,875.38",jul_2023,5,empresarial,Goiânia,Curitiba
"R$ 14,568.99",jun_2023,12,pessoal,Aracaju,Boa Vista
"R$ 16,152.63",set_2023,20,pessoal,Fortaleza,Porto Alegre
"R$ 42,147.88",fev_2023,21,empresarial,Salvador,Campo Grande
"R$ 24,433.29",fev_2023,0,empresarial,Rio de Janeiro,Campo Grande
"R$ 2,369.87",mar_2023,20,pessoal,Natal,Brasília
"R$ 82,480.76",set_2023,8,empresarial,Palmas,Maceió
"R$ 65,667.91",out_2023,19,empresarial,Campo Grande,Palmas
"R$ 2,496.04",mai_2023,15,pessoal,Palmas,Curitiba
"R$ 65,553.07",jul_2023,7,empresarial,Teresina,Salvador
"R$ 4,753.26",fev_2023,4,pessoal,Rio de Janeiro,Porto Velho
"R$ 8,360.72",jul_2023,17,pessoal,Recife,Goiânia
"R$ 11,551.65",abr_2023,16,pessoal,Rio de Janeiro,Porto Velho
"R$ 4,983.81",fev_2023,22,pessoal,Salvador,Vitória
"R$ 7,306.32",jan_2023,8,pessoal,Florianópolis,Boa Vista
"R$ 13,016.65",nov_2023,8,empresarial,Teresina,Belo Horizonte
"R$ 81,503.49",jul_2023,15,empresarial,Palmas,Aracaju
"R$ 24,514.26",jun_2023,3,empresarial,Porto Velho,Rio de Janeiro
"R$ 19,342.99",dez_2023,16,empresarial,Maceió,Boa Vista
"R$ 9,075.45",fev_2023,11,empresarial,Rio de Janeiro,Belém
"R$ 68,345.48",mar_2023,10,empresarial,Natal,Rio Branco
"R$ 79,099.57",dez_2023,11,empresarial,Recife,Brasília
"R$ 3,003.02",fev_2023,5,pessoal,Salvador,São Paulo
"R$ 49,567.36",jun_2023,9,empresarial,Recife,Vitória
"R$ 77,884.67",set_2023,22,empresarial,Aracaju,São Luís
"R$ 25,457.77",jan_2023,23,empresarial,Salvador,Maceió
"R$ 14,782.32",dez_2023,7,pessoal,Curitiba,Macapá
"R$ 33,062.93",mar_2023,17,empresarial,Rio Branco,João Pessoa
"R$ 61,899.80",abr_2023,12,empresarial,Vitória,Brasília
"R$ 27,303.58",mai_2023,1,empresarial,Cuiabá,Recife
"R$ 12,570.51",set_2023,10,pessoal,São Luís,Maceió
R$ 624.34,fev_2023,6,pessoal,Rio Branco,Rio de Janeiro
"R$ 17,998.39",fev_2023,12,pessoal,Aracaju,Rio de Janeiro
"R$ 67,877.10",ago_2023,8,empresarial,Curitiba,Porto Velho
"R$ 35,813.20",jan_2023,10,empresarial,Florianópolis,Palmas
"R$ 24,050.12",jun_2023,5,empresarial,Manaus,Boa Vista
"R$ 10,947.39",out_2023,14,pessoal,Rio Branco,Porto Velho
"R$ 15,411.13",abr_2023,3,empresarial,Recife,São Paulo
"R$ 12,050.15",fev_2023,21,pessoal,Rio de Janeiro,Fortaleza
"R$ 9,662.78",jan_2023,17,pessoal,Porto Alegre,Belo Horizonte
"R$ 19,472.33",jan_2023,20,pessoal,São Luís,Porto Velho
"R$ 37,872.06",mar_2023,10,empresarial,Macapá,Belo Horizonte
R$ 574.09,mar_2023,12,pessoal,Aracaju,Recife
"R$ 59,790.85",fev_2023,8,empresarial,Salvador,Aracaju
"R$ 47,146.68",jun_2023,20,empresarial,Maceió,Salvador
"R$ 17,788.10",jul_2023,15,pessoal,Rio de Janeiro,Teresina
"R$ 60,306.77",mai_2023,22,empresarial,Campo Grande,Rio de Janeiro
"R$ 84,212.56",nov_2023,4,empresarial,João Pessoa,Florianópolis
"R$ 16,216.79",ago_2023,1,pessoal,Maceió,Campo Grande
"R$ 59,972.21",fev_2023,20,empresarial,Maceió,Teresina
"R$ 19,003.24",set_2023,17,pessoal,Fortaleza,Belém
"R$ 16,192.56",mar_2023,6,pessoal,Palmas,Vitória
"R$ 16,901.66",ago_2023,3,pessoal,Fortaleza,Belo Horizonte
"R$ 13,485.60",ago_2023,21,pessoal,Salvador,João Pessoa
"R$ 82,293.81",set_2023,15,empresarial,São Paulo,Porto Alegre
"R$ 49,678.30",abr_2023,15,empresarial,São Luís,Porto Velho
"R$ 19,224.01",nov_2023,0,empresarial,Fortaleza,Curitiba
"R$ 96,860.56",abr_2023,3,empresarial,Aracaju,Belém
"R$ 30,389.34",fev_2023,18,empresarial,Salvador,Goiânia
"R$ 9,171.54",fev_2023,17,pessoal,Salvador,São Paulo
"R$ 12,980.64",mar_2023,15,pessoal,Goiânia,Vitória
"R$ 38,605.80",out_2023,0,empresarial,Campo Grande,Boa Vista
"R$ 7,322.86",mai_2023,9,pessoal,João Pessoa,Brasília
"R$ 9,677.41",mai_2023,5,pessoal,Teresina,Aracaju
"R$ 5,942.47",abr_2023,10,pessoal,Cuiabá,Campo Grande
"R$ 8,765.97",mar_2023,0,pessoal,Porto Alegre,João Pessoa
"R$ 14,772.52",ago_2023,10,pessoal,Recife,Vitória
"R$ 19,395.17",jul_2023,9,pessoal,Maceió,Fortaleza
"R$ 53,640.28",nov_2023,11,empresarial,Recife,Cuiabá
"R$ 96,064.48",out_2023,23,empresarial,Maceió,Curitiba
"R$ 64,515.51",dez_2023,10,empresarial,Porto Velho,Brasília
"R$ 29,625.22",jan_2023,15,empresarial,Salvador,Campo Grande
"R$ 2,899.15",set_2023,14,pessoal,Rio Branco,Florianópolis
"R$ 13,964.64",abr_2023,4,pessoal,Cuiabá,Palmas
"R$ 43,090.57",fev_2023,14,empresarial,Aracaju,Brasília
"R$ 78,513.77",set_2023,10,empresarial,Rio Branco,Teresina
"R$ 94,290.73",ago_2023,17,empresarial,João Pessoa,Campo Grande
"R$ 13,458.10",fev_2023,0,pessoal,Rio de Janeiro,Natal
"R$ 48,027.96",set_2023,2,empresarial,Curitiba,Rio Branco
"R$ 17,816.99",dez_2023,20,pessoal,Porto Velho,Fortaleza
"R$ 27,555.63",abr_2023,23,empresarial,São Luís,Fortaleza
"R$ 15,567.91",fev_2023,9,empresarial,Macapá,Curitiba
"R$ 16,447.09",nov_2023,8,empresarial,São Paulo,Salvador
"R$ 47,644.01",set_2023,0,empresarial,Maceió,Aracaju
"R$ 84,616.32",jun_2023,20,empresarial,Salvador,Brasília
"R$ 16,544.37",nov_2023,18,pessoal,Belo Horizonte,Natal
"R$ 14,218.16",out_2023,1,pessoal,Goiânia,Boa Vista
"R$ 9,653.78",nov_2023,7,pessoal,Maceió,Aracaju
"R$ 11,327.51",set_2023,4,pessoal,Aracaju,São Luís
"R$ 48,773.96",dez_2023,12,empresarial,Belo Horizonte,Rio Branco
"R$ 47,160.34",out_2023,8,empresarial,Rio Branco,Maceió
"R$ 15,113.65",dez_2023,15,pessoal,Natal,Belém
"R$ 12,611.76",jan_2023,0,empresarial,João Pessoa,Aracaju
"R$ 14,027.18",set_2023,2,pessoal,Manaus,Vitória
"R$ 6,146.07",set_2023,18,pessoal,Macapá,Recife
"R$ 7,574.84",jan_2023,23,empresarial,Boa Vista,Rio Branco
"R$ 1,406.86",nov_2023,9,pessoal,Belém,Fortaleza
"R$ 22,928.71",dez_2023,0,empresarial,Belo Horizonte,Goiânia
"R$ 56,137.47",out_2023,6,empresarial,Salvador,Curitiba
"R$ 11,311.51",ago_2023,21,empresarial,Teresina,Brasília
"R$ 40,902.83",jul_2023,0,empresarial,Rio Branco,Belém
"R$ 15,204.03",jun_2023,10,pessoal,Aracaju,Salvador
"R$ 8,644.69",jul_2023,14,pessoal,Macapá,Porto Velho
"R$ 45,953.79",jul_2023,21,empresarial,Manaus,Natal
"R$ 38,373.42",jul_2023,5,empresarial,Curitiba,Campo Grande
"R$ 52,629.93",fev_2023,18,empresarial,Salvador,Palmas
"R$ 45,535.24",set_2023,11,empresarial,Campo Grande,Aracaju
"R$ 5,894.99",jun_2023,6,pessoal,Brasília,Campo Grande
"R$ 14,926.52",jun_2023,23,empresarial,Fortaleza,Cuiabá
"R$ 44,312.24",out_2023,20,empresarial,Porto Velho,Salvador
"R$ 3,456.31",jun_2023,20,empresarial,João Pessoa,Curitiba
"R$ 58,607.49",set_2023,11,empresarial,Belém,Teresina
"R$ 31,816.78",set_2023,8,empresarial,Curitiba,Salvador
"R$ 74,915.12",dez_2023,15,empresarial,Salvador,Vitória
"R$ 30,539.44",set_2023,0,empresarial,Manaus,Macapá
"R$ 1,792.25",jan_2023,2,pessoal,Macapá,Fortaleza
"R$ 63,801.68",jul_2023,4,empresarial,São Luís,Belo Horizonte
"R$ 80,895.83",nov_2023,12,empresarial,Boa Vista,Rio Branco
"R$ 16,776.81",jul_2023,23,pessoal,Porto Velho,Rio de Janeiro
"R$ 7,090.23",jan_2023,1,pessoal,Goiânia,Macapá
"R$ 16,089.57",ago_2023,20,pessoal,Cuiabá,Manaus
"R$ 13,644.10",set_2023,22,empresarial,Natal,Fortaleza
"R$ 12,582.26",mar_2023,21,pessoal,Rio de Janeiro,São Luís
"R$ 7,466.10",set_2023,8,pessoal,Brasília,Porto Alegre
"R$ 81,580.03",dez_2023,23,empresarial,Cuiabá,Palmas
R$ 435.95,fev_2023,19,pessoal,Rio de Janeiro,São Luís
"R$ 13,249.18",out_2023,18,pessoal,Aracaju,São Luís
"R$ 17,838.57",mar_2023,14,pessoal,Belo Horizonte,Campo Grande
"R$ 67,525.01",jul_2023,22,empresarial,Belo Horizonte,São Luís
"R$ 11,537.07",set_2023,2,pessoal,Recife,Vitória
"R$ 58,096.39",abr_2023,22,empresarial,Fortaleza,Curitiba
"R$ 2,760.47",set_2023,10,pessoal,Florianópolis,Palmas
"R$ 89,049.07",nov_2023,10,empresarial,Goiânia,Belém
"R$ 3,134.10",ago_2023,20,pessoal,São Paulo,Vitória
"R$ 1,691.74",set_2023,19,pessoal,Rio de Janeiro,João Pessoa
"R$ 18,394.49",out_2023,2,pessoal,Goiânia,Maceió
"R$ 68,892.19",mai_2023,22,empresarial,Salvador,Rio Branco
"R$ 12,483.53",set_2023,17,pessoal,Rio de Janeiro,Cuiabá
"R$ 5,691.64",jan_2023,22,pessoal,Porto Alegre,Recife
"R$ 6,517.48",jul_2023,16,pessoal,Maceió,João Pessoa
"R$ 7,907.33",mai_2023,13,empresarial,São Luís,Porto Alegre
"R$ 96,160.65",mai_2023,21,empresarial,Aracaju,Palmas
"R$ 17,962.02",abr_2023,0,pessoal,Brasília,Palmas
"R$ 11,583.90",jun_2023,15,pessoal,Cuiabá,Palmas
"R$ 97,091.12",set_2023,8,empresarial,Fortaleza,São Luís
"R$ 33,211.84",jun_2023,22,empresarial,João Pessoa,Campo Grande
"R$ 54,802.83",nov_2023,16,empresarial,Rio de Janeiro,Florianópolis
"R$ 11,260.52",out_2023,2,pessoal,Teresina,Maceió
"R$ 5,307.65",abr_2023,4,pessoal,Belo Horizonte,Rio Branco
"R$ 29,179.76",mar_2023,6,empresarial,Natal,Maceió
"R$ 16,403.61",abr_2023,16,pessoal,Campo Grande,Teresina
"R$ 2,975.56",out_2023,0,pessoal,Belo Horizonte,Vitória
"R$ 72,921.72",jun_2023,23,empresarial,São Paulo,Porto Velho
"R$ 4,333.04",jan_2023,21,empresarial,Palmas,Porto Velho
"R$ 28,759.23",jan_2023,6,empresarial,Macapá,Palmas
"R$ 7,774.23",mar_2023,6,pessoal,Palmas,Goiânia
"R$ 13,239.77",jul_2023,19,pessoal,Manaus,Rio de Janeiro
"R$ 9,130.58",mai_2023,18,pessoal,João Pessoa,Aracaju
"R$ 8,234.54",out_2023,22,pessoal,Vitória,Campo Grande
"R$ 71,613.63",out_2023,7,empresarial,Brasília,Manaus
R$ 601.77,jul_2023,23,pessoal,Porto Velho,Recife
"R$ 1,084.38",mai_2023,18,pessoal,Palmas,Florianópolis
"R$ 15,433.96",fev_2023,22,pessoal,Salvador,Rio Branco
"R$ 12,372.12",mar_2023,20,pessoal,Rio Branco,Teresina
"R$ 54,117.91",jan_2023,3,empresarial,Vitória,Campo Grande
"R$ 15,554.96",out_2023,8,empresarial,Curitiba,Macapá
"R$ 13,424.49",ago_2023,8,pessoal,Belém,Cuiabá
"R$ 14,393.27",jan_2023,11,pessoal,Maceió,Florianópolis
R$ 181.36,jun_2023,20,pessoal,Porto Alegre,Manaus
"R$ 68,449.30",jun_2023,12,empresarial,Belém,Boa Vista
"R$ 96,061.29",set_2023,14,empresarial,Teresina,São Luís
"R$ 59,626.73",abr_2023,2,empresarial,Porto Velho,Campo Grande
"R$ 14,580.09",mai_2023,18,pessoal,Aracaju,Curitiba
"R$ 9,851.41",jul_2023,15,pessoal,Porto Alegre,São Paulo
"R$ 45,878.24",ago_2023,16,empresarial,Natal,Maceió
"R$ 62,942.36",nov_2023,18,empresarial,Rio de Janeiro,Brasília
"R$ 19,950.63",jun_2023,23,pessoal,Goiânia,Recife
"R$ 5,269.03",mar_2023,12,pessoal,Teresina,Campo Grande
"R$ 15,859.71",fev_2023,22,pessoal,Vitória,São Luís
"R$ 15,906.81",fev_2023,5,pessoal,Salvador,Fortaleza
"R$ 19,868.79",jul_2023,10,pessoal,Aracaju,Brasília
"R$ 7,917.93",jun_2023,6,empresarial,Curitiba,Maceió
"R$ 27,663.78",mai_2023,20,empresarial,Porto Alegre,Boa Vista
"R$ 6,626.40",jul_2023,12,pessoal,Porto Velho,Curitiba
"R$ 14,192.56",set_2023,19,pessoal,Curitiba,Goiânia
"R$ 15,124.56",dez_2023,8,pessoal,Aracaju,Goiânia
"R$ 3,340.86",abr_2023,7,pessoal,João Pessoa,Maceió
"R$ 13,285.74",jun_2023,23,pessoal,São Luís,Porto Velho
"R$ 55,210.79",jun_2023,19,empresarial,Manaus,Palmas
"R$ 62,011.45",mar_2023,20,empresarial,São Luís,Brasília
"R$ 61,757.40",mar_2023,13,empresarial,Campo Grande,Belo Horizonte
"R$ 32,620.07",jul_2023,12,empresarial,São Paulo,Brasília
"R$ 90,802.54",fev_2023,13,empresarial,Salvador,Maceió
"R$ 6,717.41",fev_2023,16,pessoal,Rio Branco,Aracaju
"R$ 1,604.64",ago_2023,22,pessoal,São Paulo,Teresina
"R$ 19,985.68",dez_2023,13,pessoal,Florianópolis,São Paulo
"R$ 15,755.88",jan_2023,18,pessoal,Vitória,São Paulo
"R$ 11,026.70",fev_2023,23,pessoal,Salvador,Curitiba
"R$ 9,055.35",nov_2023,13,pessoal,Teresina,Palmas
"R$ 43,282.55",fev_2023,5,empresarial,Salvador,Teresina
"R$ 8,945.61",set_2023,18,pessoal,Cuiabá,Vitória
"R$ 76,429.77",jun_2023,9,empresarial,Fortaleza,Brasília
"R$ 71,929.36",fev_2023,15,empresarial,Macapá,São Luís
"R$ 14,089.79",abr_2023,6,pessoal,Cuiabá,São Luís
"R$ 7,475.96",fev_2023,16,pessoal,Salvador,Vitória
"R$ 13,386.14",nov_2023,14,empresarial,São Luís,Porto Velho
"R$ 31,044.66",mai_2023,2,empresarial,Rio de Janeiro,Fortaleza
"R$ 2,258.41",ago_2023,2,pessoal,Porto Velho,São Luís
"R$ 16,386.65",set_2023,11,pessoal,Porto Velho,Belém
"R$ 27,962.60",jul_2023,16,empresarial,Curitiba,Goiânia
"R$ 5,443.04",ago_2023,21,pessoal,Porto Velho,Rio de Janeiro
"R$ 92,346.32",fev_2023,9,empresarial,João Pessoa,Curitiba
"R$ 12,961.73",nov_2023,2,pessoal,Porto Alegre,Rio Branco
"R$ 65,643.37",jun_2023,17,empresarial,Natal,Florianópolis
"R$ 9,893.45",fev_2023,0,pessoal,Porto Alegre,Curitiba
"R$ 13,033.05",mai_2023,9,pessoal,Campo Grande,Curitiba
"R$ 16,492.41",mai_2023,16,pessoal,Palmas,Manaus
"R$ 97,666.62",mar_2023,10,empresarial,Aracaju,São Luís
"R$ 17,227.32",mai_2023,8,empresarial,Brasília,Salvador
"R$ 57,743.57",dez_2023,12,empresarial,Salvador,Aracaju
"R$ 17,396.11",out_2023,20,empresarial,Macapá,Recife
"R$ 63,596.91",out_2023,4,empresarial,Goiânia,Fortaleza
"R$ 9,364.71",jun_2023,20,pessoal,São Paulo,Macapá
"R$ 54,077.77",ago_2023,12,empresarial,Goiânia,Curitiba
"R$ 98,736.39",jun_2023,16,empresarial,Natal,Rio de Janeiro
"R$ 14,879.07",set_2023,14,pessoal,Natal,Porto Alegre
"R$ 6,039.56",jun_2023,10,pessoal,Cuiabá,Brasília
"R$ 14,126.30",abr_2023,20,pessoal,Boa Vista,Cuiabá
"R$ 11,103.31",dez_2023,17,empresarial,Belém,Goiânia
R$ 656.32,mar_2023,16,pessoal,Curitiba,Aracaju
"R$ 7,655.64",out_2023,19,pessoal,Teresina,Manaus
"R$ 24,875.94",mar_2023,6,empresarial,Rio de Janeiro,Aracaju
"R$ 10,103.50",jun_2023,19,pessoal,Natal,Rio de Janeiro
"R$ 41,242.56",out_2023,19,empresarial,Fortaleza,Belém
"R$ 97,337.83",jan_2023,20,empresarial,Campo Grande,Macapá
"R$ 84,343.83",dez_2023,10,empresarial,Manaus,São Luís
"R$ 88,134.79",ago_2023,21,empresarial,Goiânia,Rio de Janeiro
"R$ 47,593.43",jan_2023,9,empresarial,Salvador,Belo Horizonte
"R$ 16,543.69",fev_2023,20,pessoal,Salvador,Porto Velho
"R$ 20,819.12",mai_2023,4,empresarial,Florianópolis,Macapá
"R$ 8,314.07",mar_2023,13,pessoal,Belo Horizonte,São Luís
"R$ 12,050.53",jun_2023,23,pessoal,Goiânia,Recife
"R$ 11,926.25",fev_2023,21,pessoal,Porto Velho,Belo Horizonte
"R$ 70,027.00",mar_2023,7,empresarial,Teresina,Porto Velho
"R$ 59,779.26",set_2023,2,empresarial,Teresina,Rio de Janeiro
"R$ 8,090.36",ago_2023,21,pessoal,Rio de Janeiro,Macapá
"R$ 19,310.81",jan_2023,23,pessoal,Recife,Campo Grande
"R$ 11,008.89",mar_2023,23,pessoal,Porto Alegre,João Pessoa
"R$ 14,772.01",dez_2023,22,pessoal,Rio Branco,São Paulo
"R$ 92,862.26",dez_2023,21,empresarial,Recife,Macapá
"R$ 1,725.68",jul_2023,16,pessoal,Campo Grande,Rio Branco
"R$ 10,373.86",fev_2023,22,empresarial,Campo Grande,Macapá
"R$ 16,175.06",jul_2023,4,pessoal,Rio Branco,Teresina
"R$ 50,574.39",mai_2023,7,empresarial,Rio Branco,Macapá
"R$ 14,820.40",mai_2023,5,pessoal,Florianópolis,Natal
"R$ 20,287.97",nov_2023,15,empresarial,Vitória,Palmas
"R$ 7,558.81",jan_2023,6,pessoal,Belo Horizonte,Curitiba
"R$ 14,521.21",fev_2023,13,pessoal,Teresina,Porto Alegre
"R$ 59,520.27",out_2023,7,empresarial,Goiânia,Fortaleza
"R$ 14,020.02",ago_2023,21,pessoal,Florianópolis,Natal
"R$ 2,943.54",ago_2023,11,pessoal,Goiânia,João Pessoa
"R$ 4,343.47",dez_2023,1,empresarial,Aracaju,Porto Velho
"R$ 53,788.15",mai_2023,22,empresarial,Natal,Belo Horizonte
"R$ 87,446.80",dez_2023,7,empresarial,Brasília,Manaus
"R$ 56,803.51",jul_2023,7,empresarial,Belo Horizonte,Fortaleza
"R$ 7,999.76",out_2023,9,pessoal,Florianópolis,Natal
"R$ 55,958.89",jun_2023,23,empresarial,Natal,Macapá
"R$ 11,476.48",abr_2023,10,pessoal,Rio de Janeiro,Salvador
"R$ 13,356.54",fev_2023,18,pessoal,Salvador,Natal
